registry_id,source_region,address,road_address,legal_dong_code,sigungu_code,building_registry_pk,building_name,primary_main_use,approval_year,unit_count,observed_floor_count,total_observed_area_m2,has_title_section,has_unit_section,has_floor_section,has_area_section,violation_status,data_completeness_score,old_building_flag,non_residential_use_flag,basement_or_unknown_floor_flag,missing_approval_year_flag,registry_weak_label,risk_reasons
003bfa8da2a51cf8,경기,경기도 김포시 북변동 200-16번지,경기도 김포시 봉화로 164-2 (북변동),10100,41570,1000000000000003596016,MU빌리지,,2024,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
003f95c5f0ef778e,경기,경기도 고양시 일산서구 일산동 551-16번지,경기도 고양시 일산서구 고양대로 701-6 (일산동),10100,41287,11041100176587,대명아트빌,공동주택(다세대주택),2008,0,1,0.0,1,0,0,0,unknown,0.833,0,0,0,0,0,
004f0e802e373c0f,서울,서울특별시 강서구 가양동 14-3번지,서울특별시 강서구 양천로 489 (가양동),10400,11500,1017130196,가양우성아파트,아파트,2022,0,2,94.0,0,0,0,1,unknown,0.833,0,0,0,0,0,
0074278c35e0cde8,경기,경기도 구리시 갈매동 162-25번지,경기도 구리시 금강로 54 (갈매동),10100,41310,11091100207832,,동.식물관련시설,2019,0,1,977.0,1,0,0,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
0076239db7cb9e43,서울,서울특별시 강남구 대치동 511번지,서울특별시 강남구 삼성로 150 (대치동),10600,11680,1024125744,한보미도맨션208동,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0076d0197ea61e17,경기,경기도 구리시 갈매동 147-18번지,경기도 구리시 담터길21번길 81 (갈매동),10100,41310,11091284,,폐수처리장,1997,0,1,2623.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
007ffe2479224182,인천,인천광역시 미추홀구 숭의동 1-153번지,인천광역시 미추홀구 경인로142번길 19-9 (숭의동),10100,28177,105612228,,주택,1974,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
0085a2264ae3bf8c,인천,인천광역시 동구 만석동 5-21번지,인천광역시 동구 인중로 440-1 (만석동),10100,28140,1055112122,서해빌라,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
0085b77c98e9add2,서울,서울특별시 도봉구 쌍문동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),10500,11320,10111554,LG트윈빌1,기숙사,1984,0,1,0.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
0097f1fc3fd7dc30,인천,인천광역시 미추홀구 숭의동 1-99번지,인천광역시 미추홀구 경인로144번길 44 (숭의동),10100,28177,10561100292317,,업무시설,2020,0,1,150.0,1,0,0,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
00a6ba84e96f0d02,서울,서울특별시 강서구 개화동 348-2번지,서울특별시 강서구 개화3길 33 (개화동),11000,11500,1017149555,,연립주택,2022,0,1,26.31,0,0,0,1,unknown,0.833,0,0,0,0,0,
00ad597cfe3738ff,서울,서울특별시 구로구 신도림동 280-14번지,서울특별시 구로구 신도림로11라길 47-7 (신도림동),10100,11530,101816837,,연립주택,1976,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
00c4138baa65c649,서울,서울특별시 노원구 월계동 18번지,서울특별시 노원구 마들로 31 (월계동),10200,11350,101213224,그랑빌아파트,공동주택(아파트),2002,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
00cbb91a4272c1a0,경기,경기도 광주시 경안동 19-7번지,경기도 광주시 광주대로55번길 7-4 (경안동),10100,41610,1125171980,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
00ccb191b94a5864,서울,서울특별시 노원구 월계동 12번지,서울특별시 노원구 마들로 127 (월계동),10200,11350,10121182546,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
00d460d2cc601790,경기,경기도 고양시 일산서구 일산동 525-21번지,경기도 고양시 일산서구 고양대로 724-8 (일산동),10100,41287,11041320768,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
00e2fbc3ed3189e2,인천,인천광역시 계양구 효성동 1-11번지,인천광역시 계양구 길마로88번길 5 (효성동),10100,28245,1060113203,원익그린맨션,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
00ea18f7e58c6352,인천,인천광역시 강화군 강화읍 신문리 205-5번지,인천광역시 강화군 강화대로 429 (강화읍 신문리),25021,28710,1062135747,중앙시장,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
011b1877d60779cc,서울,서울특별시 도봉구 쌍문동 9번지,서울특별시 도봉구 도봉로139길 74-7 (쌍문동),10500,11320,10111548,,단독주택,1980,0,1,117.32,1,0,1,0,unknown,0.833,1,0,0,0,1,old_building
011e804ebb371493,서울,서울특별시 도봉구 쌍문동 8-2번지,서울특별시 도봉구 도봉로139길 74-14 (쌍문동),10500,11320,10111538,,다가구주택,1983,0,1,93.89,1,0,1,0,unknown,0.833,1,0,0,0,1,old_building
0127a8b1bb78f18f,인천,인천광역시 부평구 부평동 10-21번지,인천광역시 부평구 주부토로100번길 7 (부평동),10100,28237,10591181303,로얄하이츠빌라,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
01364582ea2aad55,서울,서울특별시 광진구 중곡동 18-3번지,서울특별시 광진구 용마산로28길 6 (중곡동),10100,11215,10061100205912,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
01445cb03943855e,경기,경기도 과천시 관문동 71-17번지,경기도 과천시 산마을길 65 (관문동),10100,41290,11081100183491,,주차장,2014,0,1,669.0,1,0,0,0,unknown,0.833,0,1,1,0,1,non_residential_main_use|basement_or_unknown_floor
014abe6d40df52e7,인천,인천광역시 남동구 구월동 3-18번지,인천광역시 남동구 석산로228번길 17-8 (구월동),10100,28200,1058127543,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
015703f65feb99a4,경기,경기도 가평군 가평읍 읍내리 87번지,경기도 가평군 잎너비길 35-237 (가평읍 읍내리),25021,41820,113011992,,단독주택,2001,0,1,602.21,1,0,1,0,unknown,0.833,1,0,0,0,1,old_building
01708308206ec816,서울,서울특별시 강남구 역삼동 605번지,서울특별시 강남구 봉은사로 156 (역삼동),10100,11680,10241100294423,마티네 차움,"숙박시설(의료관광호텔),의료시설,근린생활시설",2020,0,1,1948.5,1,0,0,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
017131ad990e0d46,서울,서울특별시 강동구 명일동 47-3번지,서울특별시 강동구 동남로75길 13-10 (명일동),10100,11740,102614338,명일동 47-3,"교육연구시설,제1,2종근린생활시설",1992,0,1,1287.5,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
017510d59769088b,서울,서울특별시 금천구 가산동 40-14번지,서울특별시 금천구 벚꽃로42길 7 (가산동),10100,11545,1019151422,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0176cf1503a190d9,서울,서울특별시 관악구 봉천동 1-207번지,서울특별시 관악구 청림3길 79-5 (봉천동),10100,11620,10221122947,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
018d91d4f16d39df,서울,서울특별시 강동구 명일동 42번지,서울특별시 강동구 고덕로62길 76 (명일동),10100,11740,102611816,우성아파트,아파트,1986,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
0191084939949764,인천,인천광역시 계양구 효성동 1-4번지,인천광역시 계양구 새벌로171번길 4 (효성동),10100,28245,10601100192638,인천효성동초등학교,초등학교,2012,0,1,4.56,1,0,1,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
01a80d61c847fc75,경기,경기도 광명시 광명동 24-63번지,경기도 광명시 연서일로17번길 29-14 (광명동),10100,41210,10981748,,단독주택,1978,0,1,132.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
01abbd818a4c0aa2,인천,인천광역시 연수구 옥련동 118-16번지,인천광역시 연수구 한진로72번길 30 (옥련동),10100,28185,105718319,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
01aff76edd216a31,서울,서울특별시 강서구 등촌동 14-7번지,서울특별시 강서구 양천로 424 (등촌동),10200,11500,10171100352290,가양역 데시앙플렉스 지식산업센터,기타공장,2022,0,2,86.19,0,0,0,1,unknown,0.833,0,1,1,0,1,non_residential_main_use|basement_or_unknown_floor
01bf97c14f8d8a02,경기,경기도 고양시 일산서구 일산동 294번지,,10100,41287,11041235419,,단독주택,2022,0,1,39.24,1,0,1,0,unknown,0.833,0,0,0,0,0,
01c60c627a5f9bd4,인천,인천광역시 남동구 구월동 4-5번지,인천광역시 남동구 석산로228번길 57 (구월동),10100,28200,10581100322021,현대캐슬,공동주택,2019,0,1,244.7,1,0,0,0,unknown,0.833,0,0,0,0,0,
01d52d1596271e20,경기,경기도 고양시 일산서구 일산동 551-13번지,경기도 고양시 일산서구 원일로 116-6 (일산동),10100,41287,11041234117,,근린생활시설,2022,0,1,0.0,1,0,0,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
01f3ba7bd0aa48ce,서울,서울특별시 관악구 봉천동 1-507번지,서울특별시 관악구 청림5길 56 (봉천동),10100,11620,102219691,,단독주택,1975,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
01f5f85b4fdbf4cc,서울,서울특별시 강북구 미아동 3-9번지,서울특별시 강북구 오현로9길 23 (미아동),10100,11305,1010130822,,다세대주택,2022,1,3,70.37,0,1,0,1,unknown,0.833,0,0,1,0,1,basement_or_unknown_floor
01f60ffec2b48498,인천,인천광역시 중구 중앙동3가 4-8번지,인천광역시 중구 홍예문로 7 (중앙동3가),10300,28110,1054115487,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
02092b8a3295cb1a,서울,서울특별시 강서구 염창동 65번지,서울특별시 강서구 양천로67길 71-3 (염창동),10100,11500,10171100318473,진영리버타운,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
023135e030340704,서울,서울특별시 강남구 역삼동 603-5번지,서울특별시 강남구 봉은사로 138 (역삼동),10100,11680,10241100249309,더스위트캐슬,"업무시설(오피스텔),근린생활시설",2015,0,1,913.7,1,0,0,0,unknown,0.833,0,0,0,0,0,
024662f62cf8c84e,인천,인천광역시 강화군 강화읍 신문리 205-5번지,인천광역시 강화군 강화대로 429 (강화읍 신문리),25021,28710,1062135847,중앙시장,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
024e373e4d434d42,서울,서울특별시 강북구 미아동 3-89번지,서울특별시 강북구 오패산로30가길 5-6 (미아동),10100,11305,10101800,,단독주택,1968,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
025264970826ad12,경기,경기도 군포시 당동 14-1번지,경기도 군포시 공단로 149 (당동),10100,41410,111319582,아이밸리 군포,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
0264e1a3fdcba299,서울,서울특별시 강북구 미아동 3-11번지,서울특별시 강북구 오현로9길 17 (미아동),10100,11305,10101100194975,동방플러스빌,다세대주택,2022,1,3,74.69,0,1,0,1,unknown,0.833,0,0,1,0,1,basement_or_unknown_floor
026943f43e83f1f5,경기,경기도 가평군 가평읍 읍내리 97-3번지,경기도 가평군 잎너비길 17-80 (가평읍 읍내리),25021,41820,11301100181284,,단독주택,2008,0,1,757.4,1,0,1,0,unknown,0.833,0,0,0,0,0,
026bf022bc60e834,경기,경기도 광명시 광명동 25-14번지,경기도 광명시 광명로928번길 42-5 (광명동),10100,41210,10981765,,단독주택,1989,0,1,155.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
0274a5c7051c2537,경기,경기도 가평군 가평읍 읍내리 214번지,경기도 가평군 가평제방길 233 (가평읍 읍내리),25021,41820,1000000000000002714926,힐스테이트 가평 더뉴클래스,,2023,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0278f311bb007685,서울,서울특별시 강서구 개화동 425-20번지,서울특별시 강서구 개화동로5길 3-18 (개화동),11000,11500,10171100238165,개화동 경동미르웰,다세대주택,2022,0,1,31.47,0,0,0,1,unknown,0.833,0,0,0,0,0,
02961799fdc16d28,경기,경기도 구리시 갈매동 163-15번지,경기도 구리시 담터길 11 (갈매동),10100,41310,11091300,,주택.변소,1969,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
02b7fdc8b73ea35a,경기,경기도 김포시 북변동 200-16번지,경기도 김포시 봉화로 164-2 (북변동),10100,41570,1000000000000003596014,MU빌리지,,2024,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
02c90b0658d2131b,경기,경기도 구리시 갈매동 128-9번지,경기도 구리시 경춘북로 344 (갈매동),10100,41310,11091246,,주유소,1995,0,2,1108.44,1,0,1,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
02cae5f95032d48f,서울,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144 (신도림동),10100,11530,10181100189264,신도림삼성쉐르빌 1,오피스텔,2010,0,29,13418.86,1,0,1,0,unknown,0.833,0,0,0,0,0,
02ccb5d6657afa7a,인천,인천광역시 옹진군 북도면 신도리 514-2번지,인천광역시 옹진군 신도로896번길 31 (북도면 신도리),31022,28720,106318371,영광빌라,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
02dfcb8082fca8b3,경기,경기도 과천시 문원동 15-2번지,경기도 과천시 공원마을1길 49-1 (문원동),10200,41290,11081158,,마을회관,1985,0,1,282.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
02e456cb344aa068,서울,서울특별시 도봉구 쌍문동 19-22번지,서울특별시 도봉구 도당로2길 13 (쌍문동),10500,11320,10111559,,제2종근린생활시설(사무소),2006,0,1,178.0,1,0,0,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
02eabdcfc6b4eb27,인천,인천광역시 서구 백석동 블록,인천광역시 서구 한들로 73 (백석동),10100,28260,1000000000000002036191,검암역 로열파크씨티 푸르지오 2단지,,2023,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
02fc2d30178e76b2,경기,경기도 광명시 광명동 24-44번지,경기도 광명시 광삼로13번길 30-8 (광명동),10100,41210,1098117395,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
030a5e867bb2f670,서울,서울특별시 광진구 중곡동 18-84번지,서울특별시 광진구 용마산로22길 5-26 (중곡동),10100,11215,100618044,,공동주택,2002,0,1,215.9,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
03155f0f6ca6a988,서울,서울특별시 노원구 월계동 12번지,서울특별시 노원구 마들로 127 (월계동),10200,11350,10121182500,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0343c5fd203c6b05,서울,서울특별시 강서구 염창동 65번지,서울특별시 강서구 양천로67길 71-3 (염창동),10100,11500,10171100318488,진영리버타운,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0346ee67b30c9f4d,서울,서울특별시 강북구 미아동 3-9번지,서울특별시 강북구 오현로9길 23 (미아동),10100,11305,1010130826,,다세대주택,2022,1,3,64.89,0,1,0,1,unknown,0.833,0,0,1,0,1,basement_or_unknown_floor
0350705c76218168,서울,서울특별시 노원구 월계동 3-7번지,서울특별시 노원구 마들로 45 (월계동),10200,11350,101211079,서울한천초등학교,기타교육연구시설,1997,0,1,36.0,1,0,1,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
03542eef713f0144,인천,인천광역시 강화군 강화읍 신문리 1-6번지,인천광역시 강화군 강화대로 407-1 (강화읍 신문리),25021,28710,1062122542,,사무소,1966,0,1,59.18,1,0,1,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
0366734c19d234a1,경기,경기도 고양시 일산동구 식사동 13-8번지,,10100,41285,11041100436786,저장고(탄4),교정및군사시설,1976,0,1,652295.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
037f59d17fb89619,경기,경기도 고양시 일산동구 식사동 13-8번지,,10100,41285,11041100436788,저장고(탄6),교정및군사시설,1976,0,1,652295.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
0391718b08241516,인천,인천광역시 계양구 효성동 8-16번지,인천광역시 계양구 새벌로171번길 11 (효성동),10100,28245,106012082,대경넥스텔,공동주택,2002,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
03a8f8f2a9ed9e68,서울,서울특별시 금천구 가산동 50-3번지,서울특별시 금천구 벚꽃로 298 (가산동),10100,11545,10191100191109,대륭 포스트타워 6차,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
03b92e92024a81ba,인천,인천광역시 계양구 효성동 11-20번지,인천광역시 계양구 봉오대로601번길 3-1 (효성동),10100,28245,106011126,,주택,1982,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
03c14c70020b580b,인천,인천광역시 미추홀구 숭의동 1-90번지,인천광역시 미추홀구 수봉로33번길 27 (숭의동),10100,28177,105617925,하나베스트빌,공동주택,2003,0,1,229.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
03cd2d061643eda8,서울,서울특별시 강서구 염창동 65번지,서울특별시 강서구 양천로67길 71-3 (염창동),10100,11500,10171100318506,진영리버타운,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
03f411a22bf09a20,서울,서울특별시 노원구 월계동 12번지,서울특별시 노원구 마들로 127 (월계동),10200,11350,10121113019,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04016edfb1be590d,인천,인천광역시 중구 중앙동1가 15-2번지,인천광역시 중구 신포로23번길 98 (중앙동1가),10100,28110,10541630,중앙파크빌,"업무시설,공동주택",2003,0,1,139.5,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
041da507efb6bc9c,서울,서울특별시 노원구 월계동 12번지,서울특별시 노원구 마들로 127 (월계동),10200,11350,101212705,,아파트,1987,0,4,2253.45,1,0,1,0,unknown,0.833,1,0,0,0,1,old_building
041de6aef629c731,경기,경기도 구리시 갈매동 136-38번지,경기도 구리시 경춘북로303번길 7-6 (갈매동),10100,41310,11091100177021,,소매점,2010,0,1,222.72,1,0,1,0,unknown,0.833,0,1,0,0,1,non_residential_main_use
0420673ba1dc47cd,서울,서울특별시 노원구 월계동 12번지,서울특별시 노원구 마들로 127 (월계동),10200,11350,10121195211,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04206a4924dacc40,경기,경기도 고양시 일산서구 일산동,,10100,41287,11041229461,,단독주택,2022,0,1,18.3,1,0,1,0,unknown,0.833,0,0,0,0,0,
04561ea15cf62650,서울,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144 (신도림동),10100,11530,10181100189229,신도림삼성쉐르빌 1,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04678ddef9b7cb5e,인천,인천광역시 미추홀구 숭의동 1-67번지,인천광역시 미추홀구 수봉로33번길 28-14 (숭의동),10100,28177,105612184,,"제1종근린생활시설, 주택",1983,0,1,0.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
046b4ae4533995b7,경기,경기도 김포시 북변동 165-1번지,,10100,41570,112313613,,근린생활시설,1998,0,1,567.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
046b63e6c894ce48,경기,경기도 고양시 일산서구 일산동 551-35번지,경기도 고양시 일산서구 원일로 110 (일산동),10100,41287,11041239507,,"근린생활시설,판매시설",2005,0,1,673.0,1,0,0,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
048141a00318e915,인천,인천광역시 중구 중앙동3가 4-8번지,인천광역시 중구 홍예문로 7 (중앙동3가),10300,28110,1054115471,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0486de1b2ecae412,경기,경기도 고양시 일산동구 식사동 236-4번지,경기도 고양시 일산동구 견달산로210번길 45-15 (식사동),10100,41285,11041100226837,루미나리,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
049cb45bed635586,경기,경기도 광명시 광명동 24-78번지,경기도 광명시 광삼로13번길 30-12 (광명동),10100,41210,1098117420,부안빌라,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
049ea812b8374c96,인천,인천광역시 남동구 구월동 3-8번지,인천광역시 남동구 석산로 230 (구월동),10100,28200,10581100314414,호진다온채,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
049fc6d0ec7c4082,인천,인천광역시 부평구 부평동 10-268번지,인천광역시 부평구 장제로199번길 48 (부평동),10100,28237,10591100239813,승림하이츠,공동주택,2011,0,1,393.0,1,0,0,0,unknown,0.833,0,0,0,0,0,
04ac760293f3e29c,경기,경기도 가평군 가평읍 읍내리 120-1번지,경기도 가평군 잎너비길 35-33 (가평읍 읍내리),25021,41820,113012010,,"주택, 창고",1995,0,1,600.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
04c89c941b5033f7,경기,경기도 과천시 문원동 15-15번지,경기도 과천시 공원마을1길 38 (문원동),10200,41290,11081100182903,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04cbfafc7a56f3df,경기,경기도 고양시 덕양구 주교동 38-13번지,경기도 고양시 덕양구 원당로 112 (주교동),10100,41281,11041100458201,고양 엘림프라자,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04ce379178030f88,서울,서울특별시 관악구 봉천동 1-70번지,서울특별시 관악구 청림3다길 12 (봉천동),10100,11620,1022197279,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04d3015be9c7df8e,경기,경기도 군포시 당동 14-1번지,경기도 군포시 공단로 149 (당동),10100,41410,111319596,아이밸리 군포,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,1,0,1,basement_or_unknown_floor|low_data_completeness
04d8ba21b3106c12,인천,인천광역시 미추홀구 숭의동 1-139번지,인천광역시 미추홀구 경인로144번길 36 (숭의동),10100,28177,105617927,두리맨션,공동주택,2003,0,1,174.0,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
04dbce94ee1c8026,인천,인천광역시 남동구 구월동 3-36번지,인천광역시 남동구 석산로228번길 10 (구월동),10100,28200,105816256,신동아빌라,공동주택,1995,0,1,406.09,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
04dfd8c6b79a097b,인천,인천광역시 남동구 구월동 3-23번지,인천광역시 남동구 당좌로 39 (구월동),10100,28200,10581100316226,나라사랑주택,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04ea497df71884da,경기,경기도 고양시 일산서구 일산동 525-21번지,경기도 고양시 일산서구 고양대로 724-8 (일산동),10100,41287,11041320775,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
04f99293e9532a45,경기,경기도 과천시 관문동 71-8번지,경기도 과천시 산마을길 37 (관문동),10100,41290,11081141,,창고,1981,0,1,487.62,1,0,1,0,unknown,0.833,1,1,0,0,1,old_building|non_residential_main_use
051019d3e578a5b9,경기,경기도 김포시 북변동 200-7번지,경기도 김포시 봉화로 162-1 (북변동),10100,41570,11231100515336,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
0517209221cc113e,경기,경기도 광주시 경안동 10-23번지,경기도 광주시 중앙로154번길 26 (경안동),10100,41610,11251100232554,,,2022,1,1,0.0,0,1,0,0,unknown,0.667,0,0,0,0,1,low_data_completeness
052dc2c5e12aa4aa,서울,서울특별시 관악구 봉천동 1-530번지,서울특별시 관악구 청림3다길 7 (봉천동),10100,11620,1022114474,,단독주택,1993,0,1,115.67,1,0,0,0,unknown,0.833,1,0,0,0,1,old_building
0547e35febff5ef4,경기,경기도 고양시 일산서구 일산동 353번지,,10100,41287,11041239267,,단독주택,2022,0,1,61.0,1,0,1,0,unknown,0.833,0,0,0,0,0,
